,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Household,number of households","Household,total annual household expenditure","Household,total annual household income","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Housing,occupied housing,Commercial/industrial/agricultural,household","Housing,occupied housing,Commercial/industrial/agricultural,population","Housing,occupied housing,Duplex,household","Housing,occupied housing,Duplex,population","Housing,occupied housing,Institutional living quarter,household","Housing,occupied housing,Institutional living quarter,population","Housing,occupied housing,Multiunit residential,household","Housing,occupied housing,Multiunit residential,population","Housing,occupied housing,Not Reported,household","Housing,occupied housing,Not Reported,population","Housing,occupied housing,Others,household","Housing,occupied housing,Others,population","Housing,occupied housing,Single house,household","Housing,occupied housing,Single house,population"
923,125.74700000000001,7.1603,05/07/2018,"Thu - Jul 5, 2018",18:30:00,PHYSICAL INJURIES,Balet,Samal City,Stabbing/Hacking,rural,8.25,757,143888707,187055319,11,120,10,515,41,59,1,1,3,38,142,0,0,12,44,0,1,0,0,707,2840
924,125.811,7.4492,05/07/2018,"Thu - Jul 5, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
925,125.79899999999999,7.45626,06/07/2018,"Fri - Jul 6, 2018",1:10:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
926,125.802,7.4441,04/07/2018,"Wed - Jul 4, 2018",20:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
927,125.68,7.3183300000000004,06/07/2018,"Fri - Jul 6, 2018",15:15:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
928,125.67,7.27689,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,1577,"299,541,233",389403602,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1340,5846
929,125.69,7.31688,06/07/2018,"Fri - Jul 6, 2018",22:05:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,2288,434679481,565083326,32,361,31,1556,125,178,3,1,5,164,659,0,0,177,684,1,5,0,1,1945,8483
930,125.72200000000001,7.0605199999999995,06/07/2018,"Fri - Jul 6, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Cawag,Samal City,"Force, Threat and Intimidation",rural,7.39,678,128747770,167372101,10,107,9,461,37,53,1,1,2,34,127,0,0,11,39,0,1,0,0,632,2541
931,125.802,7.426089999999999,06/07/2018,"Fri - Jul 6, 2018",3:30:00,THEFT,Visayan Village,Tagum City,Sungkit,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
932,125.806,7.434139999999999,07/07/2018,"Sat - Jul 7, 2018",7:35:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
933,125.81200000000001,7.449160000000001,07/07/2018,"Sat - Jul 7, 2018",14:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
934,125.818,7.450069999999999,07/07/2018,"Sat - Jul 7, 2018",12:30:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
935,125.822,7.43375,08/07/2018,"Sun - Jul 8, 2018",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
936,125.803,7.445819999999999,08/07/2018,"Sun - Jul 8, 2018",10:45:00,ROBBERY,Magugpo South,Tagum City,With Violence Against or Intimidation of Persons,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
937,125.81200000000001,7.44941,08/07/2018,"Sun - Jul 8, 2018",11:00:00,THEFT,Magugpo East,Tagum City,Qualified Theft,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
938,125.772,7.44567,08/07/2018,"Sun - Jul 8, 2018",22:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
939,125.573,7.397710000000001,27/06/2018,"Wed - Jun 27, 2018",3:00:00,MURDER,A. O. Floirendo,Panabo City,Shooting,urban,6.6,1165,221334537,287734898,17,184,16,793,63,91,2,1,3,83,335,0,0,90,349,1,3,0,0,990,4320
940,125.67,7.2769699999999995,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,1577,"299,541,233",389403602,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1340,5846
941,125.685,7.302239999999999,08/07/2018,"Sun - Jul 8, 2018",12:05:00,THEFT,Santo Niño (Pob.),Panabo City,Pick-Pocketing,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
942,125.686,7.30625,08/07/2018,"Sun - Jul 8, 2018",15:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
943,125.689,7.28441,10/07/2018,"Tue - Jul 10, 2018",6:10:00,MURDER,San Pedro,Panabo City,Shooting,urban,5.7,1008,191430634,248859824,14,159,14,685,55,78,1,1,2,72,290,0,0,78,301,1,2,0,0,856,3736
944,125.823,7.43422,08/07/2018,"Sun - Jul 8, 2018",5:16:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
945,125.77600000000001,7.44205,10/07/2018,"Tue - Jul 10, 2018",2:56:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
946,125.79899999999999,7.4462,10/07/2018,"Tue - Jul 10, 2018",10:19:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
947,125.804,7.43382,08/07/2018,"Sun - Jul 8, 2018",9:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
948,125.779,7.39162,10/07/2018,"Tue - Jul 10, 2018",7:45:00,Vehicular Traffic Accident,San Isidro,Tagum City,Not Indicated,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
949,125.81,7.44305,11/07/2018,"Wed - Jul 11, 2018",2:30:00,ROBBERY,Visayan Village,Tagum City,Hold Up,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
950,125.805,7.4473899999999995,11/07/2018,"Wed - Jul 11, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
951,125.758,7.37811,11/07/2018,"Wed - Jul 11, 2018",17:00:00,PHYSICAL INJURIES,Bincungan,Tagum City,Mauling,rural,3.25,"1,021","194,027,824","252,236,171",14,161,14,695,56,79,1,2,7,72,293,0,1,74,256,1,2,0,0,872,3832
952,125.788,7.39037,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
953,125.67299999999999,7.3165,12/07/2018,"Thu - Jul 12, 2018",21:00:00,ROBBERY,New Visayas,Panabo City,With Violence Against or Intimidation of Persons,urban,22.54,3981,756317644,983212937,56,629,55,2708,217,310,6,2,9,285,1146,0,0,307,1191,2,9,0,1,3383,14760
954,125.788,7.3903300000000005,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
955,125.677,7.085560000000001,14/07/2018,"Sat - Jul 14, 2018",3:00:00,Vehicular Traffic Accident,Limao,Samal City,Not Indicated,rural,7.13,655,124364867,161674327,9,103,9,445,36,51,1,1,2,33,123,0,0,10,38,0,1,0,0,611,2455
956,125.706,7.12551,15/07/2018,"Sun - Jul 15, 2018",1:30:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",rural,5.14,472,89600479,116480623,7,75,6,321,26,37,1,0,2,24,88,0,0,7,27,0,0,0,0,440,1769
957,125.705,7.126119999999999,15/07/2018,"Sun - Jul 15, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",rural,5.14,472,89600479,116480623,7,75,6,321,26,37,1,0,2,24,88,0,0,7,27,0,0,0,0,440,1769
958,125.686,7.306310000000001,15/07/2018,"Sun - Jul 15, 2018",20:30:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
959,125.773,7.4665,13/07/2018,"Fri - Jul 13, 2018",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Sagpi (Seized at Gunpoint With Intimidation),urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
960,125.822,7.42105,15/07/2018,"Sun - Jul 15, 2018",1:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
961,125.801,7.435010000000001,15/07/2018,"Sun - Jul 15, 2018",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
962,125.79899999999999,7.4356100000000005,15/07/2018,"Sun - Jul 15, 2018",2:13:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
963,125.8,7.429239999999999,15/07/2018,"Sun - Jul 15, 2018",23:30:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
964,125.802,7.43162,16/07/2018,"Mon - Jul 16, 2018",14:30:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
965,125.802,7.43244,16/07/2018,"Mon - Jul 16, 2018",18:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
966,125.775,7.463539999999999,17/07/2018,"Tue - Jul 17, 2018",4:00:00,ROBBERY,Mankilam,Tagum City,Hold-Up W/ Gun,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
967,125.677,7.2983899999999995,17/07/2018,"Tue - Jul 17, 2018",15:15:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,urban,22.51,3975,755267583,981847858,56,628,55,2704,217,309,6,2,9,284,1144,0,0,307,1189,2,9,0,1,3379,14740
968,125.79700000000001,7.4501800000000005,18/07/2018,"Wed - Jul 18, 2018",10:30:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
969,125.802,7.428310000000001,18/07/2018,"Wed - Jul 18, 2018",17:31:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
970,125.82,7.3776600000000006,19/07/2018,"Thu - Jul 19, 2018",2:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
971,125.815,7.39209,19/07/2018,"Thu - Jul 19, 2018",2:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
972,125.81700000000001,7.3922,19/07/2018,"Thu - Jul 19, 2018",2:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
973,125.676,7.295539999999999,19/07/2018,"Thu - Jul 19, 2018",13:15:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,urban,22.51,3975,755267583,981847858,56,628,55,2704,217,309,6,2,9,284,1144,0,0,307,1189,2,9,0,1,3379,14740
974,125.801,7.4309,20/07/2018,"Fri - Jul 20, 2018",0:10:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
975,125.802,7.458069999999999,20/07/2018,"Fri - Jul 20, 2018",3:30:00,THEFT,Magugpo West,Tagum City,Salisi (Akyat Bahay),urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
976,125.7,7.16055,19/07/2018,"Thu - Jul 19, 2018",17:30:00,Drug Related Incident (RA 9165),Tambo,Samal City,Not Indicated,rural,12.49,1146,217700775,283011007,16,181,16,780,62,89,2,1,4,57,214,0,0,18,66,0,1,0,0,1069,4297
977,125.803,7.438089999999999,20/07/2018,"Fri - Jul 20, 2018",7:40:00,THEFT,Visayan Village,Tagum City,Salisi (Cellphone),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
978,125.829,7.42333,20/07/2018,"Fri - Jul 20, 2018",17:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
979,125.807,7.44895,20/07/2018,"Fri - Jul 20, 2018",19:00:00,Vehicular Traffic Accident,Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
980,125.79899999999999,7.47722,21/07/2018,"Sat - Jul 21, 2018",4:00:00,PHYSICAL INJURIES,La Filipina,Tagum City,Mauling,urban,11.84,3718,"706,432,035",918361645,53,587,51,2530,203,289,5,7,25,263,1068,2,4,268,932,2,8,0,0,3177,13951
981,125.777,7.44469,20/07/2018,"Fri - Jul 20, 2018",19:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
982,125.77799999999999,7.44457,20/07/2018,"Fri - Jul 20, 2018",0:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Sharp Object,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
983,125.81299999999999,7.45984,22/07/2018,"Sun - Jul 22, 2018",2:44:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
984,125.804,7.45003,22/07/2018,"Sun - Jul 22, 2018",11:30:00,Vehicular Traffic Accident,Visayan Village,Tagum City,Not Indicated,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
985,125.755,7.357189999999999,22/07/2018,"Sun - Jul 22, 2018",18:00:00,PHYSICAL INJURIES,Busaon,Tagum City,Stabbing/Hacking,rural,2.19,688,130683041,169887953,10,109,9,468,37,53,1,1,5,49,198,0,1,50,172,0,1,0,0,588,2581
986,125.682,7.06729,22/07/2018,"Sun - Jul 22, 2018",18:30:00,HOMICIDE,Catagman,Samal City,Mauling,rural,3.71,340,64598011,83977414,5,54,5,231,19,26,0,0,1,17,64,0,0,5,20,0,0,0,0,317,1275
987,125.82600000000001,7.42733,22/07/2018,"Sun - Jul 22, 2018",19:30:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
988,125.8,7.46005,23/07/2018,"Mon - Jul 23, 2018",4:50:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
989,125.83,7.38466,21/07/2018,"Sat - Jul 21, 2018",20:00:00,RAPE (Art. 266-A RC & R.A.8353),Madaum,Tagum City,"Force, Threat and Intimidation",urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
990,125.805,7.43363,23/07/2018,"Mon - Jul 23, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
991,125.72,7.0923300000000005,24/07/2018,"Tue - Jul 24, 2018",2:57:00,HOMICIDE,Tagdaliao,Samal City,Stabbing/Hacking,rural,2.19,201,38101371,49531782,3,32,3,136,11,16,0,0,1,10,38,0,0,3,12,0,0,0,0,187,752
992,125.72200000000001,7.090889999999999,24/07/2018,"Tue - Jul 24, 2018",2:57:00,PHYSICAL INJURIES,Tagdaliao,Samal City,Stabbing/Hacking,rural,2.19,201,38101371,49531782,3,32,3,136,11,16,0,0,1,10,38,0,0,3,12,0,0,0,0,187,752
993,125.8,7.46092,24/07/2018,"Tue - Jul 24, 2018",6:40:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
994,125.777,7.443460000000001,23/07/2018,"Mon - Jul 23, 2018",17:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Destroying Window,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
995,125.803,7.4518,23/07/2018,"Mon - Jul 23, 2018",14:30:00,THEFT,Mankilam,Tagum City,Salisi (Others),urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
996,125.805,7.44567,24/07/2018,"Tue - Jul 24, 2018",15:19:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
997,125.816,7.392110000000001,25/07/2018,"Wed - Jul 25, 2018",6:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
998,125.633,7.33144,25/07/2018,"Wed - Jul 25, 2018",21:30:00,PHYSICAL INJURIES,Nanyo,Panabo City,Hacking,rural,5.23,924,175634068,228324289,13,146,13,629,50,72,1,1,2,66,266,0,0,71,277,1,2,0,0,786,3428
999,125.824,7.429939999999999,25/07/2018,"Wed - Jul 25, 2018",22:30:00,THEFT,Apokon,Tagum City,Qualified Theft,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
1000,125.82700000000001,7.41556,26/07/2018,"Thu - Jul 26, 2018",13:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Sagpi (Seized at Gunpoint With Intimidation),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
1001,125.81700000000001,7.457139999999999,26/07/2018,"Thu - Jul 26, 2018",13:30:00,ROBBERY,Magugpo North,Tagum City,Cellphone Snatching,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
1002,125.801,7.452160000000001,24/07/2018,"Tue - Jul 24, 2018",14:45:00,THEFT,Magugpo West,Tagum City,Shoplifting,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
1003,125.824,7.418839999999999,26/07/2018,"Thu - Jul 26, 2018",14:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
1004,125.818,7.39198,27/07/2018,"Fri - Jul 27, 2018",1:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
1005,125.689,7.1357800000000005,26/07/2018,"Thu - Jul 26, 2018",13:30:00,THEFT,Moncado (Pob.),Samal City,Shoplifting,rural,10.7,981,186472592,242414370,14,155,14,668,53,76,1,1,3,49,184,0,0,15,57,0,1,0,0,916,3681
1006,125.81299999999999,7.4450199999999995,27/07/2018,"Fri - Jul 27, 2018",5:00:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
1007,125.819,7.43916,27/07/2018,"Fri - Jul 27, 2018",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
1008,125.678,7.29391,28/07/2018,"Sat - Jul 28, 2018",5:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Cagangohan,Panabo City,Swpu (Stolen While Parked),urban,18.74,3310,628940714,817622928,47,523,46,2252,180,257,5,2,7,237,953,0,0,256,990,2,8,0,1,2814,12275
1009,125.70299999999999,7.31428,28/07/2018,"Sat - Jul 28, 2018",18:10:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,1008,191430634,248859824,14,159,14,685,55,78,1,1,2,72,290,0,0,78,301,1,2,0,0,856,3736
1010,125.691,7.13542,29/07/2018,"Sun - Jul 29, 2018",1:45:00,PHYSICAL INJURIES,Miranda (Pob.),Samal City,Hitting With Hard Object,urban,20.32,1865,354268042,460548454,26,295,26,1269,102,145,3,2,6,93,349,0,0,29,108,0,2,0,1,1740,6993
1011,125.803,7.459219999999999,29/07/2018,"Sun - Jul 29, 2018",4:00:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
1012,125.803,7.46005,29/07/2018,"Sun - Jul 29, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Forcibly Taken,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
1013,125.8,7.46086,29/07/2018,"Sun - Jul 29, 2018",11:00:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
1014,125.81700000000001,7.44958,29/07/2018,"Sun - Jul 29, 2018",4:30:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
1015,125.818,7.417260000000001,29/07/2018,"Sun - Jul 29, 2018",18:30:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
