,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population
688,Murder/Homicide,New Visayas,Panabo City,29.0,29.0,5.0,55.0,75.0,0.1,1009.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,52.065,7726.720215,1522.0,1329.5,2094.5,4698.5,49.5,611.5,14.0,293.5,3959.0,56.0,625.5,54.5,2693.5,216.0,308.0,6.0,6747.0,7110.0,4515.5,1121.0,363.5,1113.5,657.5,3745.5,66.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3677.0,3337.5,8807.0,1201.5,1795.5,1651.0,4304.0,632.0,1882.0,1686.5,4502.5,569.5
689,Rape (Art. 266-A RC & R.A.8353),Magdum,Tagum City,32.0,36.0,6.0,68.0,67.0,1.3,1010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.071999999999996,7793.129883,1277.0,981.0,1141.5,2615.5,34.5,380.5,22.5,285.5,2452.5,35.0,387.5,34.0,1668.5,133.5,191.0,4.0,4309.0,4540.0,2883.5,716.0,232.0,711.0,407.5,2320.0,42.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2139.0,2047.5,5609.5,750.5,1035.0,1018.5,2787.5,403.0,1103.5,1028.5,2822.0,347.0
690,Robbery,Mankilam,Tagum City,30.0,29.0,4.0,6.0,85.0,0.0,1009.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.137,7719.470215,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
691,Drug Related Incident (RA 9165),Madaum,Tagum City,35.0,39.0,5.0,23.0,52.0,0.0,1008.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.173,7600.359863,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
692,Theft,New Pandan (Pob.),Panabo City,34.0,40.0,5.0,16.0,50.0,0.0,1007.0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,52.173,7600.359863,609.5,533.0,839.0,1882.0,20.0,245.0,6.0,117.5,1586.0,22.5,250.5,22.0,1079.0,86.5,123.5,2.0,2703.0,2848.0,1809.0,449.0,145.5,446.0,263.5,1500.0,26.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1473.5,1337.0,3528.5,481.0,719.0,661.5,1724.5,253.5,753.0,675.5,1803.0,229.0
693,Theft,Camudmud,Samal City,32.0,34.0,8.0,11.0,67.0,0.0,1010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.173,7600.359863,139.0,148.5,535.5,690.0,18.0,94.5,2.0,29.0,667.0,9.5,105.5,9.0,453.5,36.5,51.5,1.0,1050.5,1106.5,703.0,174.5,56.5,173.5,111.0,586.5,10.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,582.0,523.0,1311.0,252.0,282.0,248.0,630.0,129.5,299.0,275.0,681.0,121.5
694,Drug Related Incident (RA 9165),Visayan Village,Tagum City,30.0,28.0,5.0,56.0,86.0,0.5,1010.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,52.303000000000004,7557.910156,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
695,Theft,San Miguel (Magamono),Samal City,28.0,30.0,5.0,61.0,81.0,0.1,1011.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.231,7721.02002,89.0,95.5,343.5,442.5,11.0,60.5,1.0,18.5,427.5,6.0,67.5,6.0,291.0,23.0,33.5,1.0,673.5,709.5,451.0,112.0,36.0,111.0,71.0,376.0,6.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,373.0,335.0,839.0,161.5,181.5,159.5,405.0,83.0,192.0,176.5,435.5,78.0
696,Physical Injuries,Kauswagan,Panabo City,34.0,40.0,6.0,37.0,55.0,0.1,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.287,7617.419922,130.5,114.0,179.0,402.5,4.0,52.5,1.0,25.0,339.0,5.0,53.5,5.0,230.5,18.5,26.5,0.0,578.0,609.0,387.0,96.0,31.0,95.5,56.5,321.0,5.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,315.0,286.0,754.5,103.0,154.0,141.5,369.0,54.0,161.5,144.5,386.0,48.5
697,Theft,Kanaan,Samal City,28.0,30.0,15.0,16.0,81.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.231,7721.02002,78.5,84.0,303.0,390.0,10.0,53.5,1.0,16.5,377.0,5.0,59.5,5.0,257.0,20.5,29.5,1.0,594.0,626.0,397.5,99.0,32.0,98.0,62.5,331.5,6.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,329.0,296.0,740.5,142.5,159.5,140.5,355.5,74.0,169.5,155.5,385.5,68.5
698,Theft,Apokon,Tagum City,28.0,27.0,3.0,68.0,90.0,0.3,1012.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,52.231,7721.02002,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
699,Physical Injuries,Nueva Fuerza,Tagum City,31.0,35.0,5.0,75.0,72.0,1.7,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.231,7721.02002,244.0,187.5,218.5,500.0,7.0,72.5,4.0,54.5,469.0,7.0,74.5,6.0,319.0,25.5,36.5,1.0,823.0,867.5,551.0,137.0,44.5,136.0,77.5,443.0,8.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,408.5,391.5,1072.5,143.5,197.5,195.0,533.0,76.5,211.0,197.0,539.5,67.0
700,Carnapping (R.A. 6539),Magugpo North,Tagum City,28.0,27.0,7.0,18.0,90.0,0.0,1011.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,52.231,7721.02002,1168.0,897.5,1044.0,2392.5,31.5,348.0,20.5,261.5,2243.0,32.0,354.5,31.0,1526.0,122.0,174.5,3.0,3941.0,4152.5,2637.5,655.0,212.0,650.5,372.5,2122.5,38.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1955.5,1873.0,5131.0,685.0,947.5,932.0,2550.0,369.0,1010.0,941.0,2581.5,317.5
701,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,30.0,30.0,4.0,63.0,80.0,0.3,1011.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.965,7819.25,1178.5,1030.0,1622.5,3639.5,38.5,473.5,11.0,227.5,3066.5,43.5,484.5,42.0,2086.5,167.0,238.5,4.0,5226.0,5507.5,3497.5,868.5,281.0,862.5,509.0,2901.0,50.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2849.0,2585.5,6821.5,930.5,1390.5,1279.5,3333.5,489.5,1458.0,1306.0,3487.5,441.5
702,Physical Injuries,Cuambogan,Tagum City,27.0,27.0,3.0,74.0,86.0,0.2,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.965,7819.25,1326.5,1019.5,1185.5,2717.0,36.0,395.5,23.0,297.0,2547.5,36.0,402.5,35.0,1733.0,139.0,198.0,4.0,4475.5,4716.5,2995.5,744.0,241.0,738.5,423.0,2410.0,43.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2222.0,2127.5,5827.0,778.5,1075.5,1058.0,2895.0,418.0,1146.0,1068.0,2932.5,361.0
703,Carnapping (R.A. 6539),Magugpo West,Tagum City,30.0,26.0,2.0,34.0,91.0,0.0,1010.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.733999999999995,7736.069823999997,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
704,Drug Related Incident (RA 9165),Apokon,Tagum City,31.0,29.0,1.0,43.0,87.0,0.4,1011.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.733999999999995,7736.069823999997,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
705,Theft,Magugpo East,Tagum City,31.0,27.0,1.0,33.0,90.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.867,7535.100098000001,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
706,Carnapping (R.A. 6539),Magugpo Poblacion,Tagum City,31.0,27.0,1.0,33.0,90.0,0.0,1011.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,51.867,7535.100098000001,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
707,Robbery,Visayan Village,Tagum City,37.0,43.0,1.0,62.0,45.0,0.2,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,51.867,7535.100098000001,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
708,Theft,Miranda (Pob.),Samal City,31.0,30.0,8.0,18.0,76.0,0.0,1013.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,51.86,7546.189941,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0
709,Theft,Balet,Samal City,34.0,40.0,6.0,19.0,57.0,0.0,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.86,7546.189941,156.5,167.5,603.5,777.5,20.0,106.0,2.0,33.0,751.0,11.0,119.0,10.0,511.0,41.0,58.5,1.0,1183.5,1247.0,792.0,197.0,64.0,195.0,125.0,661.0,11.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,656.0,589.0,1476.0,283.5,318.5,279.5,710.5,146.5,337.5,310.0,767.0,137.5
710,Robbery,Madaum,Tagum City,30.0,27.0,3.0,24.0,88.0,0.0,1013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.86,7546.189941,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
711,Theft,Magugpo Poblacion,Tagum City,35.0,40.0,2.0,47.0,48.0,0.1,1010.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.86,7546.189941,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
712,Theft,Magugpo West,Tagum City,30.0,26.0,2.0,12.0,89.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.647,7533.279785,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
713,Theft,Visayan Village,Tagum City,30.0,26.0,2.0,12.0,89.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.647,7533.279785,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
714,Rape (Art. 266-A RC & R.A.8353),La Filipina,Tagum City,33.0,38.0,4.0,58.0,63.0,2.3,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,51.733999999999995,7736.069823999997,1924.0,1478.0,1720.0,3941.0,52.0,573.0,34.0,430.0,3694.5,52.5,583.5,51.0,2514.0,201.5,287.0,5.0,6491.0,6840.0,4344.0,1079.0,349.5,1071.0,613.0,3495.0,63.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3221.5,3084.5,8450.5,1129.0,1559.5,1534.5,4197.5,606.5,1662.0,1549.5,4252.5,522.5
715,Theft,Magugpo Poblacion,Tagum City,34.0,36.0,4.0,14.0,60.0,0.0,1009.0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,51.647,7533.279785,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
716,Carnapping (R.A. 6539),Magugpo Poblacion,Tagum City,32.0,34.0,2.0,36.0,80.0,0.0,1011.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,51.647,7533.279785,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
717,Drug Related Incident (RA 9165),Caliclic (Dangca-An),Samal City,29.0,31.0,2.0,75.0,77.0,1.4,1012.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.647,7533.279785,129.0,138.0,498.0,641.0,16.5,87.5,2.0,27.0,620.0,9.0,98.0,8.5,421.5,34.0,48.5,1.0,976.0,1028.5,653.5,162.0,52.5,161.0,103.0,545.5,9.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,540.5,485.5,1218.5,233.0,262.5,231.0,586.0,121.0,278.0,256.0,633.5,112.5
718,Theft,Magugpo West,Tagum City,36.0,38.0,1.0,8.0,55.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.805,7577.569823999997,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
719,Drug Related Incident (RA 9165),Madaum,Tagum City,34.0,29.0,2.0,8.0,81.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.805,7577.569823999997,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
720,Physical Injuries,Mankilam,Tagum City,32.0,34.0,7.0,32.0,56.0,0.0,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.286,8047.029785,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,115.3,155.8,101.8,112.4,117.5,4.1,0.758,5.8420000000000005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
